evidence_id,report_id,field_name,field_value,evidence_class,source_type,page_start,page_end,evidence_data_cutoff,cutoff_scope,extraction_method,confidence,review_status,note
ev_20260815_0145,rpt_9fa333483e94e169,data_cutoff,,U,pdf_text_and_layout_review,,,,mixed,manual_review,high,pending,未发现全篇统一数据截止日；不得用发布日期或最新局部日期补齐。
ev_20260815_0146,rpt_9fa333483e94e169,primary_topic,港交所国债期货定价与跨境联动,I,full_report_review,1,10,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0147,rpt_9fa333483e94e169,report_type,futures_microstructure,I,full_report_review,1,10,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0148,rpt_9fa333483e94e169,chart_density,high,I,full_report_review,1,10,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0149,rpt_5856700aced049fc,sha256,5856700aced049fca482f870ab0be5fe4c2a964b9b5ecdc1ef21e798326ef93c,X,filesystem,,,,none,sha256,high,pending,源与项目副本SHA-256一致。
ev_20260815_0150,rpt_5856700aced049fc,page_count,13,X,pdf_structure,1,13,,none,pypdf,high,pending,PDF物理页数。
ev_20260815_0151,rpt_5856700aced049fc,has_text_layer,true,X,pdf_text_layer,1,13,,none,pypdf_text_extract,high,pending,13/13页存在可提取文字。
ev_20260815_0152,rpt_5856700aced049fc,title,国债期货偏弱震荡，长端跌幅大于短端,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0153,rpt_5856700aced049fc,institution,华泰期货有限公司,E,pdf_text,12,12,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0154,rpt_5856700aced049fc,publish_date_text,2026-08-09,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0155,rpt_5856700aced049fc,publish_date,2026-08-09,E,pdf_text,1,1,,none,date_normalization,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0156,rpt_5856700aced049fc,filename_date,2026-08-09,X,filename,,,,none,filename_parse,high,pending,仅为文件名日期，不等同报告发布日期或数据截止日。
ev_20260815_0157,rpt_5856700aced049fc,co_brand,华泰期货研究院,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0158,rpt_5856700aced049fc,authors_display,徐闻宇（本期分析研究员）,E,pdf_text,12,12,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0159,rpt_5856700aced049fc,latest_explicit_data_date,2026-08-07,E,pdf_text_or_chart_axis,1,1,2026-08-07,section_specific,manual_text_and_layout_review,medium,pending,仅代表报告内最新可明确核证的局部日期。
ev_20260815_0160,rpt_5856700aced049fc,data_cutoff,,U,pdf_text_and_layout_review,,,,section_specific,manual_review,high,pending,未发现全篇统一数据截止日；不得用发布日期或最新局部日期补齐。
ev_20260815_0161,rpt_5856700aced049fc,primary_topic,国债期货周度市场与期现指标,I,full_report_review,1,13,,section_specific,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0162,rpt_5856700aced049fc,report_type,weekly_market,I,full_report_review,1,13,,section_specific,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0163,rpt_5856700aced049fc,chart_density,high,I,full_report_review,1,13,,section_specific,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0164,rpt_feca128af69a3d3b,sha256,feca128af69a3d3b762663926069bf4d99dcf8ad540c8320fa1cf465a5c11f70,X,filesystem,,,,none,sha256,high,pending,源与项目副本SHA-256一致。
ev_20260815_0165,rpt_feca128af69a3d3b,page_count,9,X,pdf_structure,1,9,,none,pypdf,high,pending,PDF物理页数。
ev_20260815_0166,rpt_feca128af69a3d3b,has_text_layer,true,X,pdf_text_layer,1,9,,none,pypdf_text_extract,high,pending,9/9页存在可提取文字。
ev_20260815_0167,rpt_feca128af69a3d3b,title,债基久期高位之后：关注绩优基金久期“死叉”,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0168,rpt_feca128af69a3d3b,institution,国泰海通证券股份有限公司,E,pdf_text,9,9,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0169,rpt_feca128af69a3d3b,publish_date_text,2026.08.10,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0170,rpt_feca128af69a3d3b,publish_date,2026-08-10,E,pdf_text,1,1,,none,date_normalization,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0171,rpt_feca128af69a3d3b,filename_date,2026-08-10,X,filename,,,,none,filename_parse,high,pending,仅为文件名日期，不等同报告发布日期或数据截止日。
ev_20260815_0172,rpt_feca128af69a3d3b,co_brand,研究所,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0173,rpt_feca128af69a3d3b,authors_display,唐元懋（分析师）|熊航飞（研究助理）,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0174,rpt_feca128af69a3d3b,latest_explicit_data_date,2026-08-08,E,pdf_text_or_chart_axis,5,5,2026-08-08,mixed,manual_text_and_layout_review,medium,pending,仅代表报告内最新可明确核证的局部日期。
ev_20260815_0175,rpt_feca128af69a3d3b,data_cutoff,,U,pdf_text_and_layout_review,,,,mixed,manual_review,high,pending,未发现全篇统一数据截止日；不得用发布日期或最新局部日期补齐。
ev_20260815_0176,rpt_feca128af69a3d3b,primary_topic,债券基金久期与绩优基金行为,I,full_report_review,1,9,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0177,rpt_feca128af69a3d3b,report_type,institution_behavior,I,full_report_review,1,9,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0178,rpt_feca128af69a3d3b,chart_density,high,I,full_report_review,1,9,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0179,rpt_bb2de5c3b82fc0e2,sha256,bb2de5c3b82fc0e29dc122c06d0ea37d069edfbf68c9718be01d9db511ff4294,X,filesystem,,,,none,sha256,high,pending,源与项目副本SHA-256一致。
ev_20260815_0180,rpt_bb2de5c3b82fc0e2,page_count,38,X,pdf_structure,1,38,,none,pypdf,high,pending,PDF物理页数。
ev_20260815_0181,rpt_bb2de5c3b82fc0e2,has_text_layer,true,X,pdf_text_layer,1,38,,none,pypdf_text_extract,high,pending,38/38页存在可提取文字。
ev_20260815_0182,rpt_bb2de5c3b82fc0e2,title,旧序余寒，新质去伪存真——2026H2海外宏观经济及大类资产展望,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0183,rpt_bb2de5c3b82fc0e2,institution,国泰君安期货有限公司,E,pdf_text,37,37,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0184,rpt_bb2de5c3b82fc0e2,publish_date_text,2026年8月,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0185,rpt_bb2de5c3b82fc0e2,publish_date,,U,pdf_text,1,1,,none,manual_text_review,medium,pending,封面只明确月份；精确日期不得由文件名覆盖。
ev_20260815_0186,rpt_bb2de5c3b82fc0e2,filename_date,2026-08-14,X,filename,,,,none,filename_parse,high,pending,仅为文件名日期，不等同报告发布日期或数据截止日。
ev_20260815_0187,rpt_bb2de5c3b82fc0e2,co_brand,,U,pdf_visual_review_required,1,1,,none,text_layer_review,low,pending,联合品牌关系未能在文字层可靠确认，保留空值。
ev_20260815_0188,rpt_bb2de5c3b82fc0e2,authors_display,戴璐（首席分析师、宏观总量组行政负责人）,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0189,rpt_bb2de5c3b82fc0e2,latest_explicit_data_date,截止8.7（年份未明示）,U,pdf_text,7,7,,mixed,manual_text_review,low,pending,不得推断为2026-08-07写入ISO字段。
ev_20260815_0190,rpt_bb2de5c3b82fc0e2,data_cutoff,,U,pdf_text_and_layout_review,,,,mixed,manual_review,high,pending,未发现全篇统一数据截止日；不得用发布日期或最新局部日期补齐。
ev_20260815_0191,rpt_bb2de5c3b82fc0e2,primary_topic,海外宏观与大类资产展望,I,full_report_review,1,38,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0192,rpt_bb2de5c3b82fc0e2,report_type,cross_asset_macro,I,full_report_review,1,38,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0193,rpt_bb2de5c3b82fc0e2,chart_density,high,I,full_report_review,1,38,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0194,rpt_dadd32fd61400f1a,sha256,dadd32fd61400f1ac85220246812e4d2d53d29281b56516ff2290367a3142ad6,X,filesystem,,,,none,sha256,high,pending,源与项目副本SHA-256一致。
ev_20260815_0195,rpt_dadd32fd61400f1a,page_count,23,X,pdf_structure,1,23,,none,pypdf,high,pending,PDF物理页数。
ev_20260815_0196,rpt_dadd32fd61400f1a,has_text_layer,true,X,pdf_text_layer,1,23,,none,pypdf_text_extract,high,pending,23/23页存在可提取文字。
ev_20260815_0197,rpt_dadd32fd61400f1a,title,起伏相循，择时择势,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0198,rpt_dadd32fd61400f1a,institution,上海东证期货有限公司,E,pdf_text,23,23,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0199,rpt_dadd32fd61400f1a,publish_date_text,2026 年 6 月 23 日,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0200,rpt_dadd32fd61400f1a,publish_date,2026-06-23,E,pdf_text,1,1,,none,date_normalization,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0201,rpt_dadd32fd61400f1a,filename_date,2026-06-24,X,filename,,,,none,filename_parse,high,pending,仅为文件名日期，不等同报告发布日期或数据截止日。
ev_20260815_0202,rpt_dadd32fd61400f1a,co_brand,东证衍生品研究院,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0203,rpt_dadd32fd61400f1a,authors_display,张粲东（宏观策略高级分析师）,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0204,rpt_dadd32fd61400f1a,latest_explicit_data_date,,U,pdf_text,,,,mixed,manual_text_review,medium,pending,未找到可安全标准化的最新全局日期。
ev_20260815_0205,rpt_dadd32fd61400f1a,data_cutoff,,U,pdf_text_and_layout_review,,,,mixed,manual_review,high,pending,未发现全篇统一数据截止日；不得用发布日期或最新局部日期补齐。
ev_20260815_0206,rpt_dadd32fd61400f1a,primary_topic,国债半年择时与曲线策略,I,full_report_review,1,23,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0207,rpt_dadd32fd61400f1a,report_type,half_year_outlook,I,full_report_review,1,23,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0208,rpt_dadd32fd61400f1a,chart_density,high,I,full_report_review,1,23,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0209,rpt_e194db58c4f9f223,sha256,e194db58c4f9f223f50f5d122f0805e0d998ecae9a5ba2bdb49e6b5b96c8524c,X,filesystem,,,,none,sha256,high,pending,源与项目副本SHA-256一致。
ev_20260815_0210,rpt_e194db58c4f9f223,page_count,30,X,pdf_structure,1,30,,none,pypdf,high,pending,PDF物理页数。
ev_20260815_0211,rpt_e194db58c4f9f223,has_text_layer,true,X,pdf_text_layer,1,30,,none,pypdf_text_extract,high,pending,30/30页存在可提取文字。
ev_20260815_0212,rpt_e194db58c4f9f223,title,2026年下半年国债报告,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0213,rpt_e194db58c4f9f223,institution,光大期货有限公司,E,pdf_text,30,30,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0214,rpt_e194db58c4f9f223,publish_date_text,2026年06月28日,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0215,rpt_e194db58c4f9f223,publish_date,2026-06-28,E,pdf_text,1,1,,none,date_normalization,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0216,rpt_e194db58c4f9f223,co_brand,光大期货研究所,E,pdf_text,1,1,,none,manual_text_review,high,pending,身份元数据不适用数据截止日；以U状态说明，不以发布日期代替。
ev_20260815_0217,rpt_e194db58c4f9f223,authors_display,,U,pdf_text,29,29,,none,manual_text_review,low,pending,朱金涛仅出现在研究员简介页，不足以证明其为本篇作者。
ev_20260815_0218,rpt_e194db58c4f9f223,latest_explicit_data_date,2026-06-26,E,pdf_text_or_chart_axis,3,8,2026-06-26,mixed,manual_text_and_layout_review,medium,pending,仅代表报告内最新可明确核证的局部日期。
ev_20260815_0219,rpt_e194db58c4f9f223,data_cutoff,,U,pdf_text_and_layout_review,,,,mixed,manual_review,high,pending,未发现全篇统一数据截止日；不得用发布日期或最新局部日期补齐。
ev_20260815_0220,rpt_e194db58c4f9f223,primary_topic,2026年下半年国债展望,I,full_report_review,1,30,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0221,rpt_e194db58c4f9f223,report_type,half_year_outlook,I,full_report_review,1,30,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
ev_20260815_0222,rpt_e194db58c4f9f223,chart_density,high,I,full_report_review,1,30,,mixed,controlled_vocabulary_mapping,medium,pending,研究资料管理员的分类映射，非报告明示事实。
